Category,Descript,DayOfWeek,PdDistrict,Resolution
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,BAYVIEW,NONE
DISORDERLY CONDUCT,DISTURBING THE PEACE,Thursday,MISSION,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,MISSION,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,NORTHERN,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,"ARREST, CITED"
LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Friday,PARK,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,PSYCHOPATHIC CASE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,MISSION,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TENDERLOIN,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Friday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,PSYCHOPATHIC CASE
OTHER OFFENSES,RESISTING ARREST,Friday,MISSION,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,PSYCHOPATHIC CASE
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Wednesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,BAYVIEW,NONE
FORGERY/COUNTERFEITING,"FORGERY, FALSE ENTRIES IN RECORDS OR RETURNS",Thursday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,SOUTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Friday,CENTRAL,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS PERSON,Thursday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,UNFOUNDED
OTHER OFFENSES,HARASSING PHONE CALLS,Saturday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,TENDERLOIN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Friday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,AIDED CASE,Thursday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
ASSAULT,STALKING,Tuesday,SOUTHERN,NONE
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Friday,INGLESIDE,"ARREST, BOOKED"
BURGLARY,SAFE BURGLARY OF A RESIDENCE,Friday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,SOUTHERN,NONE
ASSAULT,BATTERY,Thursday,RICHMOND,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,CENTRAL,NONE
OTHER OFFENSES,TAMPERING WITH A VEHICLE,Saturday,NORTHERN,NONE
WARRANTS,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE
WEAPON LAWS,CARRYING A CONCEALED WEAPON,Saturday,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE
MISSING PERSON,MISSING ADULT,Thursday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,NONE
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Saturday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,PARK,NONE
FRAUD,"FORGERY, CREDIT CARD",Thursday,PARK,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,INGLESIDE,"ARREST, BOOKED"
ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,INGLESIDE,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
ARSON,ARSON,Friday,NORTHERN,CLEARED-CONTACT JUVENILE FOR MORE INFO
OTHER OFFENSES,HARASSING PHONE CALLS,Friday,BAYVIEW,NONE
WARRANTS,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED"
ASSAULT,BATTERY,Friday,TENDERLOIN,NONE
ASSAULT,THREATS AGAINST LIFE,Friday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF OPIATES,Friday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Friday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,SOUTHERN,"ARREST, CITED"
LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Friday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Friday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,SOUTHERN,NONE
BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,NORTHERN,NONE
OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Friday,NORTHERN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
ASSAULT,BATTERY,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,NORTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,CENTRAL,NONE
ASSAULT,ASSAULT,Saturday,MISSION,NONE
ASSAULT,BATTERY,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,CENTRAL,NONE
TRESPASS,TRESPASSING,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,CENTRAL,NONE
ASSAULT,BATTERY,Saturday,CENTRAL,NONE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Saturday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE
NON-CRIMINAL,AIDED CASE,Saturday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Saturday,TARAVAL,NONE
ASSAULT,BATTERY,Saturday,CENTRAL,NONE
TRESPASS,TRESPASSING,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,SOUTHERN,NONE
ASSAULT,BATTERY,Friday,MISSION,NONE
SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Friday,INGLESIDE,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,INGLESIDE,PSYCHOPATHIC CASE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE
SUSPICIOUS OCC,"SUSPICIOUS AUTO, POSSIBLY SEX",Saturday,SOUTHERN,"ARREST, CITED"
SUSPICIOUS OCC,SUSPICIOUS PERSON,Saturday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,RICHMOND,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,RICHMOND,NONE
ASSAULT,THREATENING PHONE CALL(S),Friday,INGLESIDE,NONE
ASSAULT,THREATS AGAINST LIFE,Friday,INGLESIDE,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,PSYCHOPATHIC CASE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE
ASSAULT,BATTERY,Saturday,TENDERLOIN,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TENDERLOIN,PSYCHOPATHIC CASE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,MISSION,"ARREST, CITED"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,SOUTHERN,NONE
FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Wednesday,RICHMOND,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,MISSION,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,RICHMOND,NONE
ASSAULT,BATTERY,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,SOUTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TARAVAL,PSYCHOPATHIC CASE
NON-CRIMINAL,FOUND PROPERTY,Saturday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,INGLESIDE,NONE
OTHER OFFENSES,TAMPERING WITH A VEHICLE,Saturday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Saturday,NORTHERN,"ARREST, BOOKED"
ASSAULT,BATTERY,Saturday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,TENDERLOIN,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE
NON-CRIMINAL,"AIDED CASE, DOG BITE",Friday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Saturday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,INGLESIDE,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,INGLESIDE,"ARREST, BOOKED"
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Sunday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,NORTHERN,NONE
BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Tuesday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,PSYCHOPATHIC CASE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,INGLESIDE,NONE
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,CENTRAL,NONE
DISORDERLY CONDUCT,DISTURBING THE PEACE,Saturday,CENTRAL,NONE
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,CENTRAL,NONE
ASSAULT,BATTERY,Saturday,PARK,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,PSYCHOPATHIC CASE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TARAVAL,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,INGLESIDE,PSYCHOPATHIC CASE
ASSAULT,BATTERY,Thursday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,TENDERLOIN,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Thursday,RICHMOND,NONE
ASSAULT,BATTERY,Saturday,MISSION,"ARREST, CITED"
TRESPASS,TRESPASSING,Saturday,MISSION,"ARREST, CITED"
ASSAULT,BATTERY,Saturday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,NORTHERN,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,MISSION,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,MISSION,"ARREST, CITED"
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,INGLESIDE,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,NORTHERN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Sunday,INGLESIDE,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,NORTHERN,"ARREST, BOOKED"
ASSAULT,BATTERY,Saturday,MISSION,NONE
MISSING PERSON,MISSING ADULT,Saturday,PARK,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Sunday,SOUTHERN,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Sunday,RICHMOND,NONE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TENDERLOIN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,CENTRAL,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,RICHMOND,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,RICHMOND,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,RICHMOND,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,PARK,"ARREST, CITED"
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,PSYCHOPATHIC CASE
ASSAULT,BATTERY,Sunday,CENTRAL,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,TARAVAL,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Sunday,TARAVAL,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,PSYCHOPATHIC CASE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TENDERLOIN,PSYCHOPATHIC CASE
ROBBERY,"ROBBERY, ARMED WITH A GUN",Sunday,MISSION,NONE
MISSING PERSON,FOUND PERSON,Sunday,SOUTHERN,UNFOUNDED
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,NORTHERN,NONE
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Sunday,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Sunday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,MISSION,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,MISSION,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,CENTRAL,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Sunday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TENDERLOIN,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TENDERLOIN,PSYCHOPATHIC CASE
FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Sunday,RICHMOND,"ARREST, BOOKED"
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,PARK,NONE
VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Sunday,RICHMOND,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,PSYCHOPATHIC CASE
ROBBERY,"ROBBERY, BODILY FORCE",Sunday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,TENDERLOIN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,TENDERLOIN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,BAYVIEW,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,TARAVAL,NONE
WEAPON LAWS,POSSESSION OF AIR GUN,Sunday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,RICHMOND,NONE
NON-CRIMINAL,AIDED CASE,Sunday,TARAVAL,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Thursday,INGLESIDE,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE
SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Sunday,BAYVIEW,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Sunday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",Sunday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,INGLESIDE,"ARREST, CITED"
ASSAULT,BATTERY,Sunday,TENDERLOIN,NONE
WARRANTS,WARRANT ARREST,Sunday,CENTRAL,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,INGLESIDE,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED"
FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,CENTRAL,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Sunday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Sunday,MISSION,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,INGLESIDE,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,PSYCHOPATHIC CASE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, CITED"
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,NONE
ASSAULT,ATTEMPTED HOMICIDE WITH A KNIFE,Sunday,INGLESIDE,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Sunday,INGLESIDE,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,RICHMOND,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,MISSION,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,CENTRAL,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TARAVAL,PSYCHOPATHIC CASE
ROBBERY,"ROBBERY, BODILY FORCE",Sunday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,NORTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Sunday,SOUTHERN,NONE
OTHER OFFENSES,PROBATION VIOLATION,Sunday,SOUTHERN,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,MISSION,NONE
