Category,Descript,DayOfWeek,PdDistrict,Resolution
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TENDERLOIN,"ARREST, CITED"
TRESPASS,TRESPASSING,Saturday,CENTRAL,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TENDERLOIN,JUVENILE CITED
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,TENDERLOIN,JUVENILE CITED
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Saturday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,BAYVIEW,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Saturday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Saturday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,CENTRAL,NONE
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,CENTRAL,NONE
ASSAULT,BATTERY,Saturday,BAYVIEW,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,BAYVIEW,"ARREST, CITED"
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Saturday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Saturday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TENDERLOIN,JUVENILE CITED
NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,BATTERY OF A POLICE OFFICER,Saturday,MISSION,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TENDERLOIN,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Saturday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Saturday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Saturday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Saturday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Saturday,PARK,"ARREST, BOOKED"
ASSAULT,BATTERY,Thursday,CENTRAL,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Saturday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Saturday,PARK,"ARREST, BOOKED"
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TENDERLOIN,"ARREST, CITED"
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,MISSION,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Saturday,MISSION,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Saturday,INGLESIDE,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PAROLE OFFICER,Saturday,CENTRAL,NONE
WARRANTS,WARRANT ARREST,Saturday,CENTRAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,TARAVAL,"ARREST, CITED"
WEAPON LAWS,CARRYING A CONCEALED WEAPON,Saturday,CENTRAL,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Sunday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Sunday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,PAROLE VIOLATION,Sunday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Sunday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,CHILD ABUSE (PHYSICAL),Sunday,NORTHERN,NONE
OTHER OFFENSES,SALE OF SATELLITE TELEPHONE NUMBER,Sunday,NORTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,NORTHERN,NONE
BURGLARY,"BURGLARY OF FLAT, FORCIBLE ENTRY",Sunday,CENTRAL,"ARREST, BOOKED"
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Sunday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Sunday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED"
WARRANTS,WARRANT ARREST,Sunday,BAYVIEW,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,SOUTHERN,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY",Sunday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED"
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Sunday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Sunday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,FOUND PROPERTY,Tuesday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,CENTRAL,"ARREST, CITED"
OTHER OFFENSES,TAMPERING WITH A VEHICLE,Thursday,MISSION,NONE
ASSAULT,THREATS TO SCHOOL TEACHERS,Thursday,INGLESIDE,JUVENILE CITED
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,INGLESIDE,NONE
ASSAULT,BATTERY,Thursday,MISSION,NONE
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Thursday,MISSION,"ARREST, BOOKED"
WEAPON LAWS,CARRYING A CONCEALED WEAPON,Friday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,TARAVAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,MISSION,NONE
ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,INGLESIDE,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Thursday,NORTHERN,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Thursday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,INGLESIDE,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS CHILD,Thursday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Friday,INGLESIDE,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,CENTRAL,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Thursday,TARAVAL,NONE
BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Thursday,TARAVAL,NONE
DRUG/NARCOTIC,SALE OF MARIJUANA,Friday,MISSION,JUVENILE CITED
BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Friday,PARK,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,BAYVIEW,UNFOUNDED
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,BAYVIEW,UNFOUNDED
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,ATTEMPTED THEFT FROM A BUILDING,Friday,BAYVIEW,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,MISSION,UNFOUNDED
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,NORTHERN,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,AIDED CASE,Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Friday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Friday,BAYVIEW,NONE
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Friday,BAYVIEW,NONE
WARRANTS,WARRANT ARREST,Friday,BAYVIEW,NONE
MISSING PERSON,MISSING ADULT,Friday,RICHMOND,LOCATED
MISSING PERSON,FOUND PERSON,Friday,RICHMOND,LOCATED
ASSAULT,THREATS AGAINST LIFE,Friday,SOUTHERN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,SOUTHERN,"ARREST, BOOKED"
ROBBERY,"ROBBERY, BODILY FORCE",Friday,SOUTHERN,JUVENILE BOOKED
STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Friday,SOUTHERN,JUVENILE BOOKED
OTHER OFFENSES,CONSPIRACY,Friday,SOUTHERN,JUVENILE BOOKED
FRAUD,"TRICK AND DEVICE, PETTY THEFT",Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TENDERLOIN,NONE
WARRANTS,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,BAYVIEW,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Friday,SOUTHERN,"ARREST, CITED"
ASSAULT,BATTERY,Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE",Friday,PARK,NONE
ASSAULT,BATTERY,Friday,PARK,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
OTHER OFFENSES,CONSPIRACY,Friday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,BAYVIEW,NONE
WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Friday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,TARAVAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,CENTRAL,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,PSYCHOPATHIC CASE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,CENTRAL,"ARREST, CITED"
ASSAULT,BATTERY,Friday,RICHMOND,NONE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,AIDED CASE,Friday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE
WARRANTS,WARRANT ARREST,Saturday,RICHMOND,"ARREST, BOOKED"
ASSAULT,BATTERY,Saturday,MISSION,NONE
ASSAULT,THREATS AGAINST LIFE,Friday,TARAVAL,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Saturday,SOUTHERN,NONE
DRUG/NARCOTIC,SALE OF HALLUCINOGENIC,Friday,CENTRAL,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Friday,CENTRAL,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,BAYVIEW,NONE
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,CENTRAL,NONE
NON-CRIMINAL,AIDED CASE,Saturday,CENTRAL,NONE
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Saturday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,TENDERLOIN,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NONE
ASSAULT,BATTERY,Saturday,BAYVIEW,NONE
KIDNAPPING,FALSE IMPRISONMENT,Saturday,BAYVIEW,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,PSYCHOPATHIC CASE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS PERSON,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,RICHMOND,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,BAYVIEW,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, CITED"
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,PARK,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,MISSION,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,CENTRAL,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,RICHMOND,"ARREST, CITED"
ASSAULT,BATTERY,Saturday,MISSION,UNFOUNDED
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,NORTHERN,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,NONE
FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Saturday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Saturday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,PSYCHOPATHIC CASE
NON-CRIMINAL,TARASOFF REPORT,Saturday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,NONE
ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Saturday,NORTHERN,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,CENTRAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,CENTRAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,TENDERLOIN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,MISSION,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,RICHMOND,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Saturday,INGLESIDE,NONE
ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Saturday,NORTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,MISSION,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,NONE
ASSAULT,BATTERY,Saturday,INGLESIDE,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,INGLESIDE,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,SOUTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,SOUTHERN,NONE
ROBBERY,ATTEMPTED ROBBERY OF A BANK WITH A DEADLY WEAPON,Saturday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TARAVAL,PSYCHOPATHIC CASE
"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Saturday,CENTRAL,NONE
DRUG/NARCOTIC,SALE OF MARIJUANA,Saturday,PARK,"ARREST, BOOKED"
ASSAULT,BATTERY,Saturday,SOUTHERN,NONE
ROBBERY,ROBBERY OF A RESIDENCE WITH BODILY FORCE,Saturday,BAYVIEW,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Saturday,BAYVIEW,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TARAVAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,MISSION,NONE
MISSING PERSON,MISSING ADULT,Saturday,INGLESIDE,NONE
MISSING PERSON,FOUND PERSON,Saturday,INGLESIDE,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Saturday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,PARK,"ARREST, BOOKED"
"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Saturday,INGLESIDE,NONE
ASSAULT,BATTERY,Saturday,NORTHERN,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,NORTHERN,PSYCHOPATHIC CASE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Saturday,PARK,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,HARASSING PHONE CALLS,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Saturday,TENDERLOIN,"ARREST, BOOKED"
"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Saturday,INGLESIDE,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TENDERLOIN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TENDERLOIN,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Saturday,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,INGLESIDE,NONE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A GUN,Saturday,TARAVAL,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Saturday,INGLESIDE,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,PSYCHOPATHIC CASE
ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Saturday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,CENTRAL,NONE
