Category,Descript,DayOfWeek,PdDistrict,Resolution
DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Tuesday,TENDERLOIN,"ARREST, CITED"
LOITERING,OBSTRUCTING PUBLIC THOROUGHFARE,Tuesday,TENDERLOIN,"ARREST, CITED"
DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Tuesday,TENDERLOIN,"ARREST, CITED"
OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Tuesday,TENDERLOIN,"ARREST, CITED"
TRESPASS,TRESPASSING,Tuesday,TARAVAL,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TENDERLOIN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,INGLESIDE,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,INGLESIDE,NONE
NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Tuesday,CENTRAL,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,INGLESIDE,NONE
ASSAULT,BATTERY,Tuesday,CENTRAL,"ARREST, CITED"
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,TARAVAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,TARAVAL,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,PARK,NONE
NON-CRIMINAL,FOUND PROPERTY,Tuesday,PARK,NONE
DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Tuesday,TENDERLOIN,"ARREST, CITED"
TRESPASS,TRESPASSING,Tuesday,TENDERLOIN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,MISSION,"ARREST, CITED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,PARK,NONE
MISSING PERSON,MISSING ADULT,Saturday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,CENTRAL,JUVENILE CITED
ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,MISSION,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,PARK,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,TARAVAL,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,PSYCHOPATHIC CASE
NON-CRIMINAL,AIDED CASE,Tuesday,BAYVIEW,NONE
ASSAULT,BATTERY,Tuesday,CENTRAL,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Saturday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,TENDERLOIN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,TENDERLOIN,NONE
NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,BAYVIEW,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,SOUTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Tuesday,BAYVIEW,NONE
ASSAULT,BATTERY OF A POLICE OFFICER,Wednesday,INGLESIDE,"ARREST, BOOKED"
ASSAULT,CHILD ABUSE (PHYSICAL),Wednesday,INGLESIDE,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Wednesday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,INGLESIDE,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,NORTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,NONE
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Wednesday,BAYVIEW,"ARREST, BOOKED"
WEAPON LAWS,POSSESSION OF MACHINE GUN,Wednesday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,NORTHERN,"ARREST, CITED"
FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,MISSION,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,RICHMOND,JUVENILE CITED
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,RICHMOND,JUVENILE CITED
OTHER OFFENSES,DANGER OF LEADING IMMORAL LIFE,Wednesday,RICHMOND,JUVENILE CITED
WARRANTS,WARRANT ARREST,Wednesday,BAYVIEW,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PROBATION OFFICER,Wednesday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE
DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,TENDERLOIN,NONE
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Wednesday,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC FOR SALES,Wednesday,PARK,"ARREST, BOOKED"
ROBBERY,ROBBERY OF A CHAIN STORE WITH A DANGEROUS WEAPON,Wednesday,TENDERLOIN,JUVENILE BOOKED
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,TENDERLOIN,JUVENILE BOOKED
OTHER OFFENSES,CONSPIRACY,Wednesday,TENDERLOIN,JUVENILE BOOKED
OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,MISSION,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Wednesday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE
FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Wednesday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,MISSION,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,BATTERY,Wednesday,NORTHERN,"ARREST, CITED"
NON-CRIMINAL,LOST PROPERTY,Wednesday,NORTHERN,NONE
WARRANTS,ENROUTE TO U.S. MARSHALL,Wednesday,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,MISSION,PSYCHOPATHIC CASE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,BAYVIEW,NONE
NON-CRIMINAL,AIDED CASE,Wednesday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Wednesday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Wednesday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,MISSION,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Tuesday,SOUTHERN,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,CENTRAL,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,TARAVAL,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Wednesday,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,BAYVIEW,NONE
ASSAULT,THREATENING PHONE CALL(S),Wednesday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,MISSION,PSYCHOPATHIC CASE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A KNIFE,Wednesday,INGLESIDE,NONE
MISSING PERSON,FOUND PERSON,Thursday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,INGLESIDE,NONE
WARRANTS,ENROUTE TO PAROLE OFFICER,Wednesday,MISSION,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,MISSION,NONE
DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Wednesday,MISSION,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,MISSION,"ARREST, BOOKED"
ASSAULT,BATTERY,Wednesday,MISSION,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Wednesday,MISSION,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,NORTHERN,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Thursday,SOUTHERN,NONE
ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Thursday,NORTHERN,NONE
ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Thursday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,NORTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,CENTRAL,NONE
ARSON,ARSON OF AN INHABITED DWELLING,Thursday,BAYVIEW,NONE
NON-CRIMINAL,AIDED CASE,Thursday,BAYVIEW,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,TARAVAL,PSYCHOPATHIC CASE
ASSAULT,BATTERY,Thursday,TENDERLOIN,"ARREST, CITED"
TRESPASS,TRESPASSING,Thursday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,SOUTHERN,"ARREST, CITED"
ASSAULT,BATTERY,Thursday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,NORTHERN,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Thursday,NORTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,CENTRAL,UNFOUNDED
FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY",Friday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Thursday,BAYVIEW,NONE
NON-CRIMINAL,AIDED CASE,Thursday,TENDERLOIN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,CENTRAL,PSYCHOPATHIC CASE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,BAYVIEW,NONE
NON-CRIMINAL,FOUND PROPERTY,Thursday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Wednesday,INGLESIDE,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Thursday,CENTRAL,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,SOUTHERN,NONE
NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Thursday,SOUTHERN,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Wednesday,SOUTHERN,NONE
ROBBERY,ATTEMPTED ROBBERY CHAIN STORE WITH BODILY FORCE,Thursday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,BATTERY,Thursday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Thursday,TENDERLOIN,"ARREST, BOOKED"
PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE
WARRANTS,WARRANT ARREST,Thursday,PARK,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,SOUTHERN,JUVENILE BOOKED
OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Thursday,BAYVIEW,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,CENTRAL,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,RICHMOND,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,TENDERLOIN,PSYCHOPATHIC CASE
DRUG/NARCOTIC,POSSESSION OF OPIATES,Thursday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Thursday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,BAYVIEW,NONE
NON-CRIMINAL,AIDED CASE,Thursday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,SOUTHERN,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Thursday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,PARK,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,NORTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,CENTRAL,"ARREST, CITED"
PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,NORTHERN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,TENDERLOIN,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,SOUTHERN,"ARREST, CITED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,BAYVIEW,NONE
WARRANTS,WARRANT ARREST,Friday,BAYVIEW,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Friday,BAYVIEW,"ARREST, BOOKED"
ASSAULT,BATTERY,Friday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
FRAUD,"FORGERY, CREDIT CARD",Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,BAYVIEW,NONE
LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Tuesday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,TARAVAL,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TENDERLOIN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,TENDERLOIN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,RICHMOND,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TARAVAL,NONE
